,service_id,store_id,category,merchant_name,merchant_address,store_name,store_address,longitude,latitude,specific
1254,146985018043866446,2828401083264678448,Mass Merchant,THẢO CAFE,"91 Pasteur, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",CHẢO CAFE,"91 Pasteur, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6988949,10.750397,Mass Merchant
1256,8704399662923415118,6133736544083052563,Mass Merchant,Ốc Chuối Đậu,"101 B6 lương định của, Phường Kim Liên, Quận Đống Đa, Hà Nội, VIỆT NAM",occhuoidau1,MOMOM04I20180924,105.8188277,21.0353524,Mass Merchant
1257,2182594663430634831,6632453165307868917,Mass Merchant,Living Well Lounge,"2 Tản Viên, Phường 2, Quận Tân Bình, Thành Phố Hồ Chí Minh, VIỆT NAM",livingwelllounge,MOMOTQSP20181119,106.6872779,10.7941355,Mass Merchant
1261,2243844528580542031,8884597123571761335,Mass Merchant,HT MART,"16 Trung Hòa, Trung Hoà, Cầu Giấy, Hà Nội, Việt Nam",htmart16,MOMOJ6DB20181204,106.6747701,10.77496,Mass Merchant
1262,7630373312878770511,4611978024685160240,Mass Merchant,MILESTONE COFFEE,"210B1 Nguyễn Khắc Nhu, Phường Cô Giang, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",milestonecoffee123,MOMO7RNW20180817,106.7145808,10.808477,Mass Merchant
1264,8742885012138412111,1763181083841063904,Mass Merchant,Lecastella And Leecha Huỳnh Thúc Kháng,"7 Huỳnh Thúc Kháng, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",Lecastella And Leecha Lê Đại Hành,"21 Lê Đại Hành, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội, VIỆT NAM",105.7838505,20.9859587,Mass Merchant
1268,3994825961428294992,8236041299717350950,Mass Merchant,Vua Cua,"376 Võ Văn Kiệt, Phường Cô Giang, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",vuacua111,MOMOD3NB20180626,106.6664953,10.761742,Mass Merchant
1269,4730332944869925968,7131988597453472367,Coffee chains and Milk tea,Gong Cha Vinh,"1 Lê Hồng Phong, Phường Hưng Bình, Thành phố Vinh, Nghệ An, VIỆT NAM",3717,MOMO8JUV20181030,106.6853066,10.791932,Cafe
1271,1485355072760805970,2112818583492072444,Mass Merchant,HỘ KINH DOANH KIỀU OANH,"26/14 Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",DESTINY'S HOUSE - COFFEE Q1,"26/14 Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",,,Mass Merchant
1273,8620648820787832659,5624760222902395674,Mass Merchant,MOUNTAIN PEARL COFFEE,"571-573 Bà Hạt, Phường 8, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",mountain123,MOMOFYDZ20181029,106.695559,10.791703,Mass Merchant
1274,7508698289722542420,456616057538839028,Mass Merchant,ALTO COFFEE,"408 điện biên phủ, Phường 11, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",ALTO COFFEE,"408 điện biên phủ, Phường 11, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.67100659999998,10.8463565,Mass Merchant
1276,7085550782588407381,2774245033927551576,Mass Merchant,THE ORGANIC - NHÀ HÀNG CHAY,"54 Lý Văn Phức, Phường Tân Định, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",chaytheorganic1,MOMOXPAX20181122,106.63295259999998,,Mass Merchant
1277,2205467369627124822,2258327053972440192,Coffee chains and Milk tea,TocoToco Nguyễn Văn Quá,"762 Nguyễn Văn Quá, phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh, Việt Nam",tctcnvq1,MOMOYTXR20190313,106.7102646,10.744745,Cafe
1279,5048025997327319126,6944452555877994210,Mass Merchant,Bún Đậu Mẹt,"102 chùa láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",Bún Đậu Mẹt - Lòng chần cháo,"102 chùa láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",105.823074,20.997706,Mass Merchant
1281,4696475929912495191,7175599795648500389,Mass Merchant,Công ty CP VEETEX,"132 Tổ 15 Nha, Phường Long Biên, Quận Long Biên, Hà Nội, VIỆT NAM",Tuticare 121 Thoại Ngọc Hầu,"121  Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, Thành Phố Hồ Chí Minh, VIỆT NAM",105.853429,21.021918,Mass Merchant
1307,2930026672445728600,3553002705083040876,Mass Merchant,Công ty TNHH Truyền Thông Xuân Vũ,"Số 60, ngõ 22 phố Phan Đình Giót, P.Phương Liệt, Q.Thanh Xuân, Hà Nội",Xuân Vũ Audio Láng Hạ,"165 Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",,,Mass Merchant
1311,4121938566561679704,6089280164547262477,Mass Merchant,Cửa Hàng Gà 99,"3/604 Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",cuahangga99tc,MOMOIYT720181031,,,Mass Merchant
1312,4259817312070497624,4888130970500432993,Mass Merchant,Bánh cuốn 77 Đặng Văn Ngữ ,"77 Đặng Văn Ngữ, Phường Trung Tự, Quận Đống Đa, Hà Nội, VIỆT NAM",banhcuon77a,MOMODTV820181011,106.6941609,,Mass Merchant
1314,6947600923794307672,1623028222236366268,Mass Merchant,Kombo Vương Thừa Vũ,"78 Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội, VIỆT NAM",kombo12,MOMOKZP820180206,,,Mass Merchant
1331,466952392149864792,7118896432431239361,Mass Merchant,COCO KEM,"275 NGUYỄN TRÃI, Phường Nguyễn Cư Trinh, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",quancocokem1,MOMOYACB20180820,106.6912915,10.796499,Mass Merchant
1332,1374200209684771417,5912548598585474343,Mass Merchant,SWEETHOUSE COFFEE,"84 Đường số 11, Phường Tân Kiểng, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",sweethousecoffee1,MOMOTRIZ20181122,,,Mass Merchant
1334,1733958504199370585,3438787989746880195,Mass Merchant,CỬA HÀNG PHƯƠNG,"37A Cô Bắc, Phường Cầu Ông Lãnh, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",cuahangphuong1,MOMOHC7S20181112,105.8045278,21.0018572,Mass Merchant
1335,368740081501453914,7459468174866239563,Mass Merchant,Son sonas,"12 Tân Trào, phường Tân Phú, Quận 7, Hồ Chí Minh, Việt Nam",Cái gì cũng bán,"13 Tân Trào, Phường Linh Chiểu, Quận Thủ Đức, Thành Phố Hồ Chí Minh, VIỆT NAM",105.868069,20.994828,Mass Merchant
1339,9167086045041131611,4862440203206372910,Mass Merchant,PAPA ROTI,"268 Tô Hiến Thành, Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",PAPA ROTI,"268 , Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM Tô Hiến Thành, Phường 15, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.6790618,10.770304800000002,Mass Merchant
1343,2883473754778890331,6246190086141808345,Mass Merchant,YOUONE HOTDOG,"Số 51 Ô Chợ Dừa, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội, VIỆT NAM",You One Hot Dog,"số 51 Ô Chợ Dừa, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội, VIỆT NAM",105.808228,21.002056,Mass Merchant
1347,5595214819838513501,3570299071861150734,Restaurant,Công ty TNHH Nhà Hàng Hoàng Yến,"148 Hai Bà Trưng, Phường ĐaKao, Quận 1, TP.HCM",Hoàng Yến Vincom Q1,"B3-27 Tầng B3, 72 Lê Thánh Tôn, Q.1, TP Hồ Chí Minh",,,foodcourt
1359,1294056480389871198,6911419568965628479,Mass Merchant,HỘ KINH DOANH BEEFSTEAK,"285 Lâm Văn Bền, Phường Bình Thuận, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",RES BEEFSTEAK,"285 Lâm Văn Bền, Phường Bình Thuận, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",108.2247313,16.069608300000002,Mass Merchant
1361,2972817004937296222,213556739461622494,Mass Merchant,Quán Cơm quê,"49 Vũ Thạnh, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội, VIỆT NAM",quancomquevt1,MOMOSB1M20181029,105.8363169,,Mass Merchant
1362,3410187157010981215,1009992771045345670,Mass Merchant,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ NAM QUỐC,"29 25, Phường Hiệp Bình Chánh, Quận Thủ Đức, Thành Phố Hồ Chí Minh, VIỆT NAM",CACHI TEA 38D,"38d Trường Sa, Phường 15, Bình Thạnh, Hồ Chí Minh, Việt Nam",,,Mass Merchant
1366,8380438440088687967,5179837415976655908,Mass Merchant,MON TEA,"606/101 3 tháng 2, Phường 14, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM", MON TEA,"606/101 3 THÁNG 2, Phường 14, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",105.812401,21.011757,Mass Merchant
1368,402104628417190239,5672893233555447709,Mass Merchant,Mì Quảng Thăng Bình,"10G Lâm Văn Bền, Phường Tân Thuận Tây, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",Mì Quảng Thăng Bình - Quận 7,"10G Lâm Văn Bền, Phường Tân Thuận Tây, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",105.8115889,21.0243978,Mass Merchant
1370,1077561302727319391,2027565240785871134,Mass Merchant,Hộ kinh doanh dịch vụ ăn bích đào,"số 1 ngõ 111 đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",Cháo Ếch Singapore,"111 Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội, VIỆT NAM",,,Mass Merchant
1372,923274385191933792,3611947917981895450,Fast food,Dunkin' Donuts Phú Mỹ Hưng,"59 Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Thành Phố Hồ Chí Minh, VIỆT NAM",dunkinphumyhung,MOMOBSHS20180726,105.848686,21.0361109,Fast food
1376,4151098067551333216,8488452763045555941,Mass Merchant,Thèm Trái Cây.,"52 Trương Quyền, Phường 6, Quận 3, Thành Phố Hồ Chí Minh, VIỆT NAM",themtraicay123,MOMOODRU20181015,,,Mass Merchant
1378,7422214414468023904,7858748327107943679,Mass Merchant,comgaquangbinh1,"kiot 46 ngõ 85 Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội, VIỆT NAM",comgaquangbinh1,MOMOSYEQ20180813,105.812763,21.02766,Mass Merchant
